State,County,Violent crime,Murder and nonnegligent manslaughter,Rape,Robbery,Aggravated assault,Property Crime,Burglary,Larceny theft,Motorvehicletheft,Arson
OHIO,Pike,33,2,12,2,17,319,84,211,24,14
OHIO,Preble,24,2,6,0,16,243,69,149,25,0
OHIO,Ross,104,0,39,8,57,"1,290",358,824,108,16
OHIO,Scioto,49,0,20,7,22,803,246,506,51,7
OHIO,Shelby,22,1,4,1,16,131,31,95,5,1
OHIO,Van Wert,17,0,5,0,12,109,35,70,4,0
OHIO,Vinton,13,0,6,0,7,107,36,62,9,1
OHIO,Wayne,66,2,13,4,47,541,214,297,30,6
OHIO,Wyandot,2,0,0,0,2,15,6,8,1,0
OKLAHOMA,Canadian,10,0,3,1,6,143,29,101,13,2
OKLAHOMA,Cleveland,61,0,18,2,41,312,108,167,37,2
OKLAHOMA,Comanche,13,0,5,0,8,241,76,139,26,3
OKLAHOMA,Cotton,2,0,1,0,1,18,7,11,0,0
OKLAHOMA,Creek,54,0,10,3,41,432,144,194,94,1
OKLAHOMA,Garfield,13,0,2,0,11,122,39,71,12,17
OKLAHOMA,Grady,47,0,7,0,40,347,123,184,40,8
OKLAHOMA,Le Flore,59,0,7,1,51,325,127,168,30,1
OKLAHOMA,Lincoln,21,1,4,1,15,291,98,145,48,4
OKLAHOMA,Logan,57,1,12,5,39,304,82,181,41,1
OKLAHOMA,McClain,35,1,7,7,20,244,76,133,35,1
OKLAHOMA,Oklahoma,23,1,3,4,15,197,51,108,38,0
OKLAHOMA,Okmulgee,31,0,7,1,23,263,117,119,27,12
OKLAHOMA,Osage,57,2,8,2,45,368,128,185,55,3
OKLAHOMA,Pawnee,22,0,0,1,21,124,43,52,29,3
OKLAHOMA,Rogers,75,3,22,8,42,545,206,291,48,6
OKLAHOMA,Sequoyah,101,2,5,1,93,379,141,205,33,5
OKLAHOMA,Tulsa,304,1,29,17,257,913,343,379,191,6
OKLAHOMA,Wagoner,42,2,5,4,31,543,208,259,76,10
OKLAHOMA,Adair,47,0,3,0,44,178,63,79,36,1
OKLAHOMA,Alfalfa,4,1,2,0,1,23,7,14,2,1
OKLAHOMA,Atoka,3,0,2,1,0,108,46,43,19,2
OKLAHOMA,Beaver,3,0,0,0,3,30,11,15,4,1
OKLAHOMA,Beckham,5,0,2,0,3,72,25,40,7,1
OKLAHOMA,Blaine,8,0,1,0,7,66,16,43,7,1
OKLAHOMA,Caddo,21,0,2,1,18,143,47,82,14,2
OKLAHOMA,Carter,15,0,2,0,13,165,47,105,13,1
OKLAHOMA,Cherokee,102,2,5,4,91,537,203,242,92,9
OKLAHOMA,Choctaw,62,0,1,5,56,115,45,63,7,4
OKLAHOMA,Coal,3,0,0,1,2,72,11,56,5,0
OKLAHOMA,Craig,14,0,5,0,9,113,50,50,13,3
OKLAHOMA,Custer,22,0,1,0,21,73,29,36,8,1
OKLAHOMA,Delaware,53,0,7,2,44,327,121,158,48,7
OKLAHOMA,Dewey,4,0,1,1,2,32,8,18,6,1
OKLAHOMA,Ellis,3,0,1,0,2,22,6,10,6,0
OKLAHOMA,Garvin,29,1,4,0,24,283,80,176,27,6
OKLAHOMA,Grant,4,0,1,0,3,39,17,18,4,1
OKLAHOMA,Harmon,3,0,1,0,2,14,5,7,2,0
OKLAHOMA,Harper,1,0,0,0,1,3,1,2,0,0
OKLAHOMA,Haskell,9,0,1,0,8,60,25,31,4,0
OKLAHOMA,Hughes,11,0,1,1,9,71,19,40,12,2
OKLAHOMA,Jackson,7,0,1,0,6,68,14,49,5,0
OKLAHOMA,Jefferson,9,1,2,0,6,41,13,26,2,0
OKLAHOMA,Johnston,6,0,0,0,6,92,37,51,4,0
OKLAHOMA,Kay,24,0,1,1,22,71,44,25,2,1
OKLAHOMA,Kingfisher,8,0,2,1,5,74,14,49,11,0
OKLAHOMA,Kiowa,6,0,0,1,5,33,17,12,4,0
OKLAHOMA,Latimer,14,0,0,0,14,118,37,74,7,3
OKLAHOMA,Love,14,0,1,1,12,100,17,62,21,2
OKLAHOMA,Major,4,0,0,0,4,46,15,25,6,2
OKLAHOMA,Marshall,25,0,3,1,21,207,85,98,24,3
OKLAHOMA,Mayes,42,0,4,1,37,339,136,162,41,16
OKLAHOMA,McCurtain,12,0,1,0,11,203,75,120,8,8
OKLAHOMA,McIntosh,24,0,1,2,21,201,67,91,43,2
OKLAHOMA,Murray,3,0,1,0,2,17,9,5,3,0
OKLAHOMA,Muskogee,84,0,7,3,74,354,115,202,37,14
OKLAHOMA,Noble,8,1,3,0,4,87,35,45,7,0
OKLAHOMA,Nowata,7,0,0,0,7,44,15,27,2,1
OKLAHOMA,Okfuskee,9,0,0,0,9,76,26,36,14,3
OKLAHOMA,Ottawa,23,0,6,2,15,176,62,99,15,6
OKLAHOMA,Payne,34,0,6,0,28,296,73,186,37,6
OKLAHOMA,Pittsburg,58,0,10,2,46,417,169,203,45,3
OKLAHOMA,Pontotoc,27,0,3,0,24,155,64,75,16,4
OKLAHOMA,Pottawatomie,44,0,6,3,35,552,198,289,65,3
OKLAHOMA,Pushmataha,4,0,0,0,4,42,14,23,5,1
OKLAHOMA,Roger Mills,4,1,1,0,2,32,9,20,3,1
OKLAHOMA,Seminole,26,0,3,2,21,267,105,129,33,9
OKLAHOMA,Stephens,16,0,0,1,15,177,51,103,23,2
OKLAHOMA,Texas,2,0,0,0,2,36,16,16,4,2
OKLAHOMA,Tillman,1,0,0,0,1,38,10,25,3,1
OKLAHOMA,Washita,25,1,8,0,16,75,27,36,12,3
OKLAHOMA,Woods,0,0,0,0,0,29,8,20,1,0
OKLAHOMA,Woodward,11,0,3,0,8,69,29,34,6,1
OREGON,Benton,21,1,9,2,9,155,39,106,10,0
OREGON,Clackamas,401,6,107,84,204,"5,200",725,"3,792",683,27
OREGON,Columbia6,30,0,7,0,23,68,22,36,10,0
OREGON,Deschutes,71,0,20,4,47,721,160,505,56,7
OREGON,Jackson,176,1,27,10,138,"1,587",464,960,163,14
OREGON,Josephine6,28,2,2,3,21,390,106,139,145,4
OREGON,Lane,331,3,30,22,276,"1,378",431,767,180,21
OREGON,Linn6,72,1,20,3,48,926,266,545,115,17
OREGON,Marion7,,7,,38,37,"2,459",376,"1,636",447,
OREGON,Multnomah,124,1,22,15,86,"1,527",155,"1,034",338,3
OREGON,Polk,71,0,5,3,63,270,84,161,25,1
OREGON,Washington,338,3,116,32,187,"2,210",414,"1,567",229,33
OREGON,Yamhill,53,0,17,2,34,477,129,306,42,3
OREGON,Baker,6,0,3,0,3,67,24,39,4,0
OREGON,Crook,43,1,9,1,32,189,59,118,12,2
OREGON,Douglas,164,3,21,9,131,994,283,490,221,14
OREGON,Harney6,6,1,0,1,4,20,8,11,1,0
OREGON,Hood River,10,0,2,1,7,116,22,83,11,0
OREGON,Jefferson,13,0,5,0,8,175,46,85,44,6
OREGON,Lincoln,79,0,14,3,62,362,129,211,22,3
OREGON,Morrow,28,0,3,2,23,159,42,96,21,1
OREGON,Tillamook,16,0,5,0,11,204,63,114,27,1
OREGON,Umatilla,61,0,9,2,50,401,120,224,57,8
OREGON,Union,6,0,3,1,2,211,36,162,13,2
OREGON,Wasco,25,0,1,0,24,90,22,60,8,3
PENNSYLVANIA,Adams,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Allegheny,2,0,0,0,2,1,0,1,0,0
PENNSYLVANIA,Allegheny County Police Department,176,3,33,13,127,180,24,143,13,10
PENNSYLVANIA,Beaver,3,0,0,0,3,1,0,1,0,0
PENNSYLVANIA,Berks,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Blair,1,0,0,0,1,1,0,1,0,0
PENNSYLVANIA,Bucks,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Butler,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Centre,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Cumberland,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Erie,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Lancaster,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Lycoming,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Mercer,1,0,0,0,1,0,0,0,0,0
PENNSYLVANIA,Monroe,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Montgomery,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Northampton,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Pike,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Washington,1,0,0,0,1,3,0,3,0,0
PENNSYLVANIA,Westmoreland,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Wyoming,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,York,3,0,0,0,3,0,0,0,0,0
PENNSYLVANIA,Bedford,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Bradford,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Clarion,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Elk,0,0,0,0,0,1,0,1,0,0
PENNSYLVANIA,Greene,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Indiana,2,0,0,0,2,0,0,0,0,0
PENNSYLVANIA,Jefferson,1,0,0,0,1,0,0,0,0,0
PENNSYLVANIA,Lawrence,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Northumberland,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Schuylkill,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Snyder,2,0,0,0,2,0,0,0,0,0
PENNSYLVANIA,Tioga,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Union,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Warren,0,0,0,0,0,0,0,0,0,0
PENNSYLVANIA,Wayne,0,0,0,0,0,0,0,0,0,0
SOUTH CAROLINA,Anderson,738,8,53,100,577,"5,257","1,055","3,564",638,27
SOUTH CAROLINA,Beaufort3,538,6,81,45,406,,,,166,10
SOUTH CAROLINA,Berkeley3,433,8,57,68,300,,,,326,11
SOUTH CAROLINA,Calhoun,35,0,2,6,27,257,70,145,42,2
SOUTH CAROLINA,Chester,112,2,11,5,94,523,93,395,35,2
SOUTH CAROLINA,Darlington,425,28,17,46,334,"1,937",690,"1,100",147,18
SOUTH CAROLINA,Fairfield,180,4,5,11,160,471,106,321,44,11
SOUTH CAROLINA,Florence,470,12,50,60,348,"2,423",615,"1,606",202,7
SOUTH CAROLINA,Greenville,"1,679",26,212,264,"1,177","8,604","1,907","5,827",870,48
SOUTH CAROLINA,Horry,2,0,0,0,2,3,0,3,0,0
SOUTH CAROLINA,Horry County Police Department,916,20,212,115,569,"7,332","1,470","5,146",716,45
SOUTH CAROLINA,Kershaw,104,5,15,12,72,792,163,571,58,3
SOUTH CAROLINA,Lancaster,219,3,15,28,173,"1,709",451,"1,181",77,12
SOUTH CAROLINA,Laurens,301,3,23,12,263,"1,176",375,645,156,5
SOUTH CAROLINA,Lexington3,525,15,79,56,375,,789,,650,8
SOUTH CAROLINA,Pickens,297,2,53,13,229,"1,721",506,"1,005",210,10
SOUTH CAROLINA,Richland,"1,977",23,122,319,"1,513","10,546","1,995","7,238","1,313",48
SOUTH CAROLINA,Saluda,38,0,3,1,34,185,56,105,24,2
SOUTH CAROLINA,Spartanburg,"1,031",10,79,125,817,"5,756","1,465","3,618",673,25
SOUTH CAROLINA,Sumter,403,3,23,36,341,"1,973",636,"1,164",173,16
SOUTH CAROLINA,Union,71,0,6,6,59,615,205,388,22,2
SOUTH CAROLINA,York,356,2,33,50,271,"2,322",532,"1,605",185,5
SOUTH CAROLINA,Abbeville,25,1,1,2,21,221,73,132,16,0
SOUTH CAROLINA,Bamberg,10,0,1,0,9,155,49,82,24,1
SOUTH CAROLINA,Barnwell,87,1,6,7,73,291,78,165,48,3
SOUTH CAROLINA,Cherokee,101,1,11,15,74,"1,243",365,749,129,6
SOUTH CAROLINA,Chesterfield,146,7,19,11,109,858,347,472,39,3
SOUTH CAROLINA,Clarendon,105,0,8,13,84,744,234,467,43,3
SOUTH CAROLINA,Dillon,175,4,7,21,143,675,264,373,38,12
SOUTH CAROLINA,Georgetown,178,5,24,17,132,"1,216",414,703,99,9
SOUTH CAROLINA,Greenwood,211,1,32,17,161,"1,166",216,862,88,4
SOUTH CAROLINA,Hampton,47,0,5,3,39,265,102,152,11,4
SOUTH CAROLINA,Lee,60,1,4,6,49,299,102,178,19,2
SOUTH CAROLINA,Marion,91,4,9,12,66,608,242,323,43,1
SOUTH CAROLINA,Marlboro,92,3,7,8,74,437,161,249,27,4
SOUTH CAROLINA,McCormick,23,3,5,0,15,105,32,60,13,1
SOUTH CAROLINA,Newberry,47,0,6,4,37,224,39,163,22,0
SOUTH CAROLINA,Oconee,153,3,31,15,104,"1,670",378,"1,153",139,9
SOUTH CAROLINA,Orangeburg,335,8,19,41,267,"2,535",711,"1,567",257,15
SOUTH CAROLINA,Williamsburg,126,1,10,17,98,618,206,334,78,11
SOUTH DAKOTA,Custer,14,0,3,0,11,61,13,44,4,1
SOUTH DAKOTA,Lincoln,24,2,5,1,16,256,61,187,8,0
SOUTH DAKOTA,McCook,3,0,1,0,2,34,10,21,3,0
SOUTH DAKOTA,Meade,41,1,5,0,35,102,29,61,12,0
SOUTH DAKOTA,Minnehaha,60,0,13,0,47,292,62,208,22,3
SOUTH DAKOTA,Pennington,119,0,53,1,65,389,96,263,30,1
SOUTH DAKOTA,Turner,10,0,3,1,6,47,16,27,4,0
SOUTH DAKOTA,Union,4,0,2,0,2,56,9,42,5,0
SOUTH DAKOTA,Bennett,4,0,0,0,4,4,2,0,2,0
SOUTH DAKOTA,Bon Homme,2,0,1,0,1,1,0,1,0,0
SOUTH DAKOTA,Brookings,12,0,4,0,8,47,16,31,0,0
SOUTH DAKOTA,Brown,4,0,1,0,3,29,10,17,2,0
SOUTH DAKOTA,Butte,7,0,1,0,6,60,10,50,0,0
SOUTH DAKOTA,Charles Mix,8,0,0,0,8,63,26,29,8,1
SOUTH DAKOTA,Clay,3,0,0,0,3,51,11,27,13,0
SOUTH DAKOTA,Codington,6,0,1,0,5,29,3,23,3,0
SOUTH DAKOTA,Corson,2,0,0,0,2,9,4,5,0,1
SOUTH DAKOTA,Davison,3,0,0,0,3,25,8,14,3,1
SOUTH DAKOTA,Deuel,5,0,2,0,3,4,0,4,0,0
SOUTH DAKOTA,Edmunds,1,0,0,0,1,0,0,0,0,0
SOUTH DAKOTA,Hamlin,6,0,0,0,6,11,2,9,0,0
SOUTH DAKOTA,Hughes,1,0,0,1,0,7,0,7,0,0
SOUTH DAKOTA,Lake,12,0,5,0,7,37,10,27,0,1
SOUTH DAKOTA,Lawrence,3,0,0,1,2,124,10,113,1,0
SOUTH DAKOTA,Marshall,9,0,3,0,6,29,7,19,3,1
SOUTH DAKOTA,McPherson,1,0,1,0,0,31,25,5,1,0
SOUTH DAKOTA,Moody,2,0,1,0,1,9,2,4,3,0
SOUTH DAKOTA,Perkins,5,0,4,0,1,16,4,12,0,0
SOUTH DAKOTA,Roberts,3,0,0,0,3,6,3,1,2,0
SOUTH DAKOTA,Sanborn,1,0,1,0,0,12,7,5,0,1
SOUTH DAKOTA,Spink,5,0,0,0,5,47,15,30,2,0
SOUTH DAKOTA,Tripp,1,0,1,0,0,5,0,5,0,0
SOUTH DAKOTA,Walworth,0,0,0,0,0,3,0,0,3,0
SOUTH DAKOTA,Yankton,11,0,6,0,5,41,12,19,10,0
TENNESSEE,Anderson,109,1,6,5,97,607,223,320,64,3
TENNESSEE,Blount,402,2,32,16,352,"1,167",312,740,115,5
TENNESSEE,Bradley,217,1,14,5,197,954,247,552,155,1
TENNESSEE,Campbell,61,1,15,5,40,584,203,312,69,0
TENNESSEE,Cannon,29,2,0,2,25,77,36,24,17,2
TENNESSEE,Carter,73,1,4,2,66,612,140,420,52,1
TENNESSEE,Cheatham,110,2,5,7,96,556,147,339,70,7
TENNESSEE,Chester,23,0,1,1,21,56,21,30,5,1
TENNESSEE,Crockett,36,0,0,2,34,100,30,61,9,1
TENNESSEE,Dickson,111,1,19,4,87,455,144,255,56,1
TENNESSEE,Grainger,42,1,7,1,33,209,53,130,26,0
TENNESSEE,Hamblen,111,1,9,6,95,485,143,282,60,14
TENNESSEE,Hamilton,282,0,31,13,238,"1,606",379,"1,033",194,4
TENNESSEE,Hartsville/Trousdale,50,0,2,2,46,169,26,133,10,0
TENNESSEE,Hawkins,74,1,11,7,55,594,187,341,66,7
TENNESSEE,Hickman,112,1,8,2,101,416,112,235,69,3
TENNESSEE,Jefferson,100,0,9,7,84,602,179,358,65,3
TENNESSEE,Knox,722,6,49,63,604,"4,010",828,"2,680",502,16
TENNESSEE,Loudon,76,3,0,3,70,396,101,258,37,2
TENNESSEE,Macon,51,2,1,0,48,162,57,86,19,1
TENNESSEE,Madison,125,0,8,8,109,426,142,244,40,0
TENNESSEE,Marion,66,0,3,2,61,256,85,131,40,1
TENNESSEE,Maury,171,1,16,4,150,458,83,310,65,0
TENNESSEE,Montgomery,81,0,8,4,69,801,216,515,70,1
TENNESSEE,Morgan,54,0,1,1,52,307,99,155,53,0
TENNESSEE,Polk,32,2,0,4,26,373,80,213,80,2
TENNESSEE,Roane,78,1,6,0,71,372,124,202,46,0
TENNESSEE,Robertson,55,2,6,1,46,271,100,150,21,0
TENNESSEE,Rutherford,263,2,18,15,228,771,193,495,83,6
TENNESSEE,Sequatchie,24,1,3,0,20,126,32,64,30,2
TENNESSEE,Shelby,579,4,36,75,464,"2,675",590,"1,855",230,20
TENNESSEE,Smith,26,0,3,3,20,196,79,100,17,0
TENNESSEE,Sullivan,315,3,42,6,264,"1,185",266,764,155,15
TENNESSEE,Sumner,127,1,20,8,98,470,123,300,47,4
TENNESSEE,Tipton,140,2,22,4,112,580,154,357,69,4
TENNESSEE,Unicoi,50,3,2,2,43,218,47,155,16,1
TENNESSEE,Union,46,3,2,2,39,236,74,137,25,1
TENNESSEE,Washington,184,2,14,9,159,907,204,631,72,8
TENNESSEE,Williamson,75,1,5,3,66,367,98,242,27,3
TENNESSEE,Wilson,94,1,0,5,88,791,236,457,98,4
TENNESSEE,Bedford,81,0,14,1,66,230,57,148,25,3
TENNESSEE,Benton,24,1,2,1,20,162,55,84,23,1
TENNESSEE,Bledsoe,1,0,0,0,1,50,11,24,15,0
TENNESSEE,Carroll,47,0,2,1,44,161,87,58,16,0
TENNESSEE,Claiborne,71,2,2,5,62,391,161,183,47,5
TENNESSEE,Clay,19,0,2,0,17,50,4,37,9,0
TENNESSEE,Cocke,146,0,6,8,132,565,219,268,78,8
TENNESSEE,Coffee,77,0,6,2,69,371,131,210,30,1
TENNESSEE,Cumberland,26,0,1,0,25,719,213,413,93,2
TENNESSEE,Decatur,15,0,4,0,11,120,48,58,14,1
TENNESSEE,Dyer,41,0,5,4,32,290,59,209,22,0
TENNESSEE,Fentress,24,1,9,0,14,164,37,112,15,2
TENNESSEE,Franklin,97,0,6,1,90,245,40,173,32,2
TENNESSEE,Gibson,75,0,10,11,54,224,60,136,28,1
TENNESSEE,Giles,54,1,6,2,45,241,71,149,21,0
TENNESSEE,Greene,174,1,13,12,148,980,321,511,148,7
TENNESSEE,Grundy,95,2,5,2,86,176,57,82,37,3
TENNESSEE,Hancock,5,0,0,0,5,61,3,51,7,0
TENNESSEE,Hardeman,72,0,3,1,68,177,71,81,25,5
TENNESSEE,Hardin,57,0,7,6,44,369,138,178,53,6
TENNESSEE,Haywood,24,2,3,2,17,125,38,66,21,1
TENNESSEE,Henderson,76,2,7,2,65,297,98,164,35,3
TENNESSEE,Henry,53,0,2,1,50,405,160,201,44,0
TENNESSEE,Houston,12,0,0,0,12,42,12,26,4,1
TENNESSEE,Humphreys,35,0,4,2,29,205,91,98,16,1
TENNESSEE,Jackson,23,0,5,0,18,98,28,63,7,0
TENNESSEE,Johnson,40,0,0,1,39,210,64,126,20,2
TENNESSEE,Lake,4,0,1,1,2,23,1,20,2,0
TENNESSEE,Lauderdale,61,1,4,3,53,264,107,131,26,5
TENNESSEE,Lewis,30,1,1,1,27,151,32,90,29,2
TENNESSEE,Lincoln,139,0,2,7,130,348,103,201,44,6
TENNESSEE,Marshall,26,0,0,0,26,99,24,59,16,0
TENNESSEE,McMinn,95,0,1,3,91,650,182,342,126,0
TENNESSEE,McNairy,100,1,10,3,86,338,99,186,53,4
TENNESSEE,Meigs,49,0,6,0,43,295,97,160,38,2
TENNESSEE,Monroe,174,1,10,7,156,986,282,559,145,1
TENNESSEE,Moore,13,0,0,0,13,80,8,58,14,0
TENNESSEE,Obion,19,0,0,0,19,149,43,96,10,1
TENNESSEE,Overton,8,0,0,0,8,155,28,113,14,0
TENNESSEE,Perry,10,0,1,0,9,74,15,53,6,1
TENNESSEE,Pickett,9,1,0,0,8,64,17,38,9,0
TENNESSEE,Putnam,98,1,15,4,78,664,143,420,101,3
TENNESSEE,Rhea,63,1,11,5,46,306,88,178,40,0
TENNESSEE,Scott,32,0,0,0,32,151,67,63,21,0
TENNESSEE,Sevier,194,0,14,8,172,"1,017",278,570,169,2
TENNESSEE,Stewart,28,0,3,0,25,120,47,57,16,1
TENNESSEE,Van Buren,7,0,1,0,6,69,7,56,6,1
TENNESSEE,Warren,65,1,8,3,53,327,96,181,50,3
TENNESSEE,Wayne,22,0,0,1,21,92,27,52,13,4
TENNESSEE,Weakley,30,0,1,0,29,146,64,69,13,0
TENNESSEE,White,60,0,3,1,56,312,32,245,35,0
TEXAS,Aransas,68,1,13,2,52,306,105,189,12,0
TEXAS,Armstrong,5,0,0,1,4,24,9,10,5,0
TEXAS,Atascosa,77,0,1,6,70,441,150,235,56,0
TEXAS,Austin,13,0,3,1,9,138,45,64,29,1
TEXAS,Bandera,31,0,16,1,14,279,117,136,26,0
TEXAS,Bastrop,178,2,33,22,121,726,235,421,70,8
TEXAS,Bell,70,0,35,2,33,777,243,472,62,28
TEXAS,Bexar,620,11,153,121,335,"5,985","1,254","4,211",520,48
TEXAS,Bowie,121,2,31,7,81,438,142,246,50,12
TEXAS,Brazoria,167,4,15,27,121,"1,096",303,684,109,5
TEXAS,Brazos,38,1,9,1,27,308,73,220,15,0
TEXAS,Burleson,22,0,1,5,16,141,44,88,9,0
TEXAS,Caldwell,26,0,0,4,22,183,55,108,20,2
TEXAS,Callahan,9,0,0,1,8,42,12,23,7,0
TEXAS,Cameron,181,3,53,12,113,946,307,589,50,7
TEXAS,Carson,9,0,1,0,8,25,8,16,1,0
TEXAS,Chambers,93,0,19,16,58,567,130,437,0,5
TEXAS,Clay,16,0,5,2,9,137,43,75,19,8
TEXAS,Collin,89,1,24,2,62,375,109,242,24,1
TEXAS,Comal,178,4,47,7,120,668,199,420,49,0
TEXAS,Coryell,21,1,1,0,19,104,22,81,1,0
TEXAS,Crosby,1,0,0,0,1,0,0,0,0,0
TEXAS,Dallas,43,1,15,1,26,288,61,188,39,0
TEXAS,Denton,72,0,26,3,43,551,142,351,58,2
TEXAS,Ector,91,5,8,22,56,"1,505",289,"1,022",194,2
TEXAS,Ellis,182,4,23,5,150,485,155,293,37,0
TEXAS,El Paso,281,2,46,17,216,723,192,477,54,8
TEXAS,Fort Bend,819,9,105,146,559,"4,018",723,"3,049",246,32
TEXAS,Galveston,133,2,19,16,96,901,281,536,84,18
TEXAS,Goliad,16,1,2,0,13,92,28,60,4,0
TEXAS,Grayson,76,0,25,2,49,504,177,248,79,3
TEXAS,Gregg,88,0,13,9,66,470,135,266,69,1
TEXAS,Guadalupe,67,4,34,3,26,502,133,320,49,13
TEXAS,Hardin,52,0,2,3,47,305,105,156,44,4
TEXAS,Harris,"8,994",92,533,"2,906","5,463","42,894","8,057","29,396","5,441",272
TEXAS,Hays,145,2,37,13,93,770,192,503,75,0
TEXAS,Hidalgo,616,22,139,103,352,"3,820","1,173","2,423",224,27
TEXAS,Hood6,104,0,19,2,83,393,117,238,38,2
TEXAS,Hudspeth,1,0,0,0,1,2,0,1,1,0
TEXAS,Hunt,148,3,19,7,119,592,226,279,87,0
TEXAS,Irion,1,0,0,0,1,24,11,9,4,0
TEXAS,Jefferson,39,0,2,6,31,419,125,248,46,4
TEXAS,Johnson,189,2,22,5,160,771,248,424,99,8
TEXAS,Jones,5,1,3,1,0,68,17,43,8,0
TEXAS,Kaufman,116,2,28,7,79,668,203,372,93,1
TEXAS,Kendall5,18,0,6,1,11,,,91,26,0
TEXAS,Lampasas,13,0,0,0,13,94,51,40,3,0
TEXAS,Lubbock,32,1,7,0,24,522,148,328,46,1
TEXAS,Medina,52,2,18,1,31,364,121,206,37,2
TEXAS,Midland,54,0,0,5,49,552,96,365,91,2
TEXAS,Montgomery3,534,17,72,88,357,,,"3,014",,29
TEXAS,Newton,10,0,0,0,10,79,34,35,10,0
TEXAS,Nueces,49,1,11,6,31,168,55,110,3,0
TEXAS,Oldham,2,0,0,0,2,23,7,14,2,0
TEXAS,Orange,90,0,7,9,74,460,149,232,79,0
TEXAS,Potter,39,0,4,1,34,196,49,125,22,0
TEXAS,Randall,71,1,27,4,39,277,67,158,52,2
TEXAS,Robertson6,13,0,1,0,12,85,31,48,6,1
TEXAS,Rockwall,22,0,8,1,13,83,21,50,12,1
TEXAS,Rusk,98,1,11,2,84,476,197,237,42,0
TEXAS,San Patricio,45,0,0,4,41,305,100,173,32,0
TEXAS,Smith,252,3,29,23,197,"1,829",609,996,224,3
TEXAS,Somervell,7,0,0,0,7,74,23,50,1,1
TEXAS,Tarrant,98,4,30,13,51,897,300,531,66,6
TEXAS,Taylor,34,1,4,1,28,138,75,55,8,0
TEXAS,Tom Green,19,1,17,1,0,354,162,166,26,3
TEXAS,Travis,692,12,115,61,504,"3,316",792,"2,294",230,27
TEXAS,Upshur,101,3,3,3,92,320,167,124,29,0
TEXAS,Victoria,106,1,35,8,62,598,267,286,45,0
TEXAS,Waller,33,1,17,4,11,295,93,174,28,1
TEXAS,Webb,39,0,8,1,30,195,51,140,4,2
TEXAS,Wichita,12,2,0,2,8,135,62,56,17,0
TEXAS,Williamson,184,0,43,9,132,"1,492",307,"1,066",119,4
TEXAS,Wilson,26,2,2,4,18,233,87,113,33,0
TEXAS,Wise,93,2,28,2,61,353,110,211,32,3
TEXAS,Anderson,48,0,7,4,37,399,167,202,30,1
TEXAS,Andrews,13,0,0,0,13,92,30,53,9,1
TEXAS,Angelina,93,2,21,5,65,619,171,377,71,2
TEXAS,Bailey,2,0,0,1,1,40,19,19,2,0
TEXAS,Baylor,0,0,0,0,0,10,4,4,2,0
TEXAS,Bee,42,0,1,3,38,232,75,139,18,1
TEXAS,Blanco,12,0,2,1,9,68,28,29,11,0
TEXAS,Borden,2,0,0,0,2,18,2,14,2,0
TEXAS,Bosque,4,0,0,0,4,77,28,48,1,0
TEXAS,Brewster,11,1,2,0,8,14,3,8,3,1
TEXAS,Briscoe,1,0,1,0,0,8,4,2,2,0
TEXAS,Brooks,1,0,0,0,1,0,0,0,0,0
TEXAS,Brown,20,0,0,2,18,149,49,90,10,2
TEXAS,Burnet,46,0,19,3,24,213,72,117,24,0
TEXAS,Calhoun6,22,0,3,0,19,105,31,64,10,0
TEXAS,Camp,4,2,0,1,1,112,41,58,13,1
TEXAS,Cass,20,0,2,4,14,265,125,117,23,2
TEXAS,Castro,3,0,0,0,3,42,12,26,4,0
TEXAS,Cherokee,89,0,16,3,70,469,141,273,55,0
TEXAS,Childress,3,0,0,0,3,12,4,8,0,0
TEXAS,Cochran,5,0,0,0,5,3,0,1,2,0
TEXAS,Colorado,36,0,0,0,36,130,36,72,22,0
TEXAS,Comanche,2,0,0,0,2,66,17,48,1,0
TEXAS,Cooke,48,0,3,0,45,151,67,69,15,3
TEXAS,Cottle,0,0,0,0,0,0,0,0,0,0
